,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page,Taken_product
6847,308,1,11522,1,4,0,98,2390,3,0,30,1,3,1,7,0
3723,309,1,17855,1,2,2,49,3417,2,0,18,0,3,0,19,0
8020,209,1,21636,4,3,0,80,2322,1,0,23,0,3,0,1,0
5095,196,1,44942,1,3,7,59,4353,3,0,17,0,2,0,15,0
3605,354,1,50934,1,4,3,70,3346,1,1,26,0,1,0,8,0
5399,278,1,50397,1,1,3,67,3044,9,1,24,0,4,0,9,0
3982,331,1,34377,1,3,3,102,3206,4,0,22,0,4,0,17,0
9251,409,1,19218,8,4,0,56,3827,9,0,28,0,3,0,25,0
9747,280,1,15061,2,4,0,77,5475,11,1,25,0,4,0,20,0
4258,219,1,20138,20,1,7,55,3867,3,0,16,0,2,0,16,0
3,247,1,48720,1,4,3,56,2909,1,1,11,0,3,0,8,0
1975,195,1,34685,1,3,3,71,2659,1,1,13,0,3,1,3,0
4028,316,1,42390,1,3,7,74,4884,4,0,26,0,2,1,10,0
6279,237,1,11519,1,2,0,108,2221,1,0,16,0,3,1,4,0
7121,250,1,12997,19,3,0,90,9613,3,0,16,0,3,1,10,0
4199,226,1,10719,16,3,3,66,5347,4,0,25,0,3,1,15,0
5603,286,1,5228,1,3,7,56,2497,3,0,29,1,2,0,9,0
1856,277,1,38745,14,3,3,95,3034,1,0,12,0,3,1,18,0
9091,365,1,23350,29,4,0,107,11897,3,1,26,0,4,1,19,1
4651,241,1,34205,26,4,11,113,4520,0,0,27,0,1,0,12,0
9417,327,1,32676,1,2,0,56,6119,11,1,25,0,4,1,16,0
8005,259,1,37634,3,2,5,68,2287,3,1,20,0,3,1,7,0
11410,298,1,15342,16,3,0,105,4266,2,0,23,0,2,0,15,0
7850,246,1,22613,9,4,0,102,6327,1,1,17,0,4,1,6,0
6381,230,0,5605,3,3,6,75,2089,1,0,29,1,3,1,1,0
1450,262,1,40110,26,4,3,31,8837,1,1,16,0,3,0,9,0
9283,207,1,16527,24,3,14,90,2393,3,1,34,0,2,0,6,1
6016,390,0,40261,8,4,0,56,10659,2,0,23,0,4,0,18,1
8094,289,1,39939,11,2,6,65,4788,5,0,26,0,1,0,15,1
10407,276,0,51402,11,2,14,106,9802,2,0,31,0,3,1,14,0
8801,293,1,12078,10,2,0,108,5351,1,0,15,0,3,1,10,0
5371,264,1,16914,1,4,3,99,4305,1,1,15,0,2,0,12,0
10473,388,1,11532,1,3,6,105,3742,4,0,33,0,4,1,9,0
6840,313,0,35633,1,3,1,73,4107,0,0,22,0,4,1,10,0
6720,269,1,34380,1,4,6,68,2263,6,0,22,0,2,1,10,0
4418,286,1,7594,23,3,3,57,9581,0,0,29,1,2,0,16,0
6853,272,1,28601,1,3,6,65,5372,0,0,15,0,2,1,10,0
7221,241,1,10890,20,3,0,98,4207,1,0,16,0,1,1,10,0
641,240,1,13265,1,2,3,48,6524,1,0,14,0,4,1,10,0
9267,277,1,21709,1,3,1,103,4769,11,0,30,0,3,0,18,0
6449,278,1,50200,8,4,0,84,7594,1,0,25,0,2,0,10,0
4938,376,1,19703,1,2,2,57,6845,3,1,17,0,1,1,20,1
10962,329,1,16218,14,2,6,84,6297,7,0,26,0,1,0,17,0
5794,256,1,32832,1,3,11,43,9940,2,0,25,1,1,0,19,0
7365,227,1,48625,21,4,0,56,9989,1,0,15,0,3,1,10,0
9991,315,1,46568,7,3,0,91,2219,3,1,29,0,2,0,13,1
5868,264,1,10089,1,4,3,77,3034,1,0,16,0,4,1,12,0
9151,211,1,7402,1,1,1,90,6400,2,1,32,0,4,1,11,0
9551,165,1,38439,11,3,6,108,2666,2,1,30,0,1,0,4,1
8175,222,1,25142,8,1,6,84,5060,1,1,20,0,3,1,10,0
5656,226,1,21049,1,3,13,79,2236,8,0,20,0,3,1,11,1
10142,353,1,24761,2,2,0,106,8639,3,0,21,0,3,1,18,0
10883,283,1,23712,1,3,10,45,5285,0,0,29,0,1,1,13,0
8468,207,1,16600,3,3,0,95,2066,1,0,33,1,1,0,1,0
3189,339,1,42003,1,4,3,89,6477,4,0,28,0,4,1,11,0
10,262,1,28315,16,3,7,84,2426,0,0,13,0,3,1,6,0
5234,317,1,6617,29,3,7,63,4321,4,0,22,0,1,0,23,0
10492,268,0,30767,10,4,6,57,3882,3,1,37,0,4,1,9,0
8223,278,1,32104,6,4,0,68,2745,1,0,22,0,3,1,7,0
5846,158,1,17567,1,1,7,64,2439,3,1,19,0,4,0,3,0
6562,243,1,41448,1,3,0,81,2339,6,0,27,1,3,0,5,0
6870,252,0,38888,5,1,0,72,10001,6,0,22,0,1,0,8,0
4921,272,1,32001,1,2,7,55,8892,2,1,19,0,3,1,18,0
3233,197,1,33283,1,4,11,60,5881,2,1,16,0,2,0,16,1
9856,237,0,18350,2,3,0,106,3768,8,1,28,0,3,1,14,1
5047,241,1,10530,1,3,3,74,2371,0,0,15,0,2,1,7,0
10332,200,1,47555,25,3,0,64,2351,2,0,27,0,3,0,7,1
1328,202,1,25480,23,1,7,36,3540,1,0,21,1,4,1,9,0
10904,205,0,31092,5,2,6,106,2431,2,1,32,0,1,1,9,1
7418,266,0,23244,1,3,6,87,2199,4,0,18,0,4,1,5,0
3874,189,1,9341,1,3,7,52,2155,3,0,21,0,4,0,9,0
5529,287,1,43624,14,3,3,93,9978,2,0,18,0,4,1,14,0
3430,286,1,12711,1,1,3,54,2660,4,0,23,0,4,0,18,0
5391,264,1,23207,18,4,11,80,4654,1,1,26,0,3,1,8,1
11241,320,1,9013,10,2,6,64,6209,2,0,28,0,1,0,27,0
8959,239,1,43448,9,3,5,64,6398,2,1,35,0,4,0,14,0
3187,256,1,16490,1,4,3,98,6009,7,0,23,0,2,1,17,0
7162,256,1,30353,8,4,0,94,3154,6,0,24,0,2,1,14,0
5410,392,1,9063,1,4,10,60,3005,9,0,21,0,3,0,15,0
815,157,1,34440,1,1,2,70,2070,1,1,11,0,3,0,2,0
9400,277,1,13480,8,4,0,93,2623,2,0,32,0,2,1,7,0
1175,292,1,17220,12,3,7,66,5295,4,0,21,1,3,0,7,0
9082,249,1,4519,2,1,14,95,2230,6,0,29,0,4,0,17,0
6263,175,1,8865,11,3,6,55,2253,1,0,21,0,4,1,2,0
248,277,1,35595,1,2,7,83,3920,2,0,14,0,1,1,17,0
11412,230,1,47993,3,1,6,110,4788,2,1,35,0,4,0,16,0
9542,294,0,48732,10,1,6,88,2745,2,0,39,0,2,1,11,0
5869,219,1,48276,13,2,10,55,4066,4,1,23,0,1,1,11,0
9962,347,1,35576,5,5,6,64,5829,1,1,24,0,1,0,14,0
2347,345,1,5250,1,4,9,60,7379,2,0,11,0,3,1,12,0
5733,211,1,9843,1,2,3,49,2756,2,0,19,0,2,1,9,0
7007,181,1,34201,10,3,14,56,2078,2,0,21,0,4,1,4,0
6708,146,1,8653,8,1,6,83,1915,1,0,22,0,4,0,0,1
9789,375,1,29985,4,3,0,72,7964,3,0,32,0,3,0,17,0
4368,241,1,8223,1,4,7,76,2327,1,0,22,0,2,1,11,0
11745,308,1,46314,2,4,0,68,2864,2,0,25,0,4,0,9,0
6994,363,1,38787,15,4,10,73,2377,8,0,22,0,4,1,10,0
5431,189,1,13445,1,2,3,80,4456,4,0,23,0,1,0,14,1
7869,230,0,28215,1,4,0,79,2732,1,0,23,0,4,1,10,0
9331,281,1,32006,9,2,6,62,8900,3,1,29,0,3,1,16,0
11700,306,1,15587,2,2,1,107,5727,4,0,37,0,3,1,21,0
5294,301,1,3783,10,3,2,89,6900,9,0,18,0,2,1,10,0
4399,219,1,48272,13,2,10,58,4065,6,1,19,0,1,1,20,0
5917,273,1,31157,2,3,1,108,2026,1,0,25,0,1,0,2,0
10509,410,1,40185,3,3,1,66,6001,4,0,32,0,4,1,23,0
11163,278,1,32137,6,4,0,72,2791,3,0,30,0,3,1,9,0
10022,291,1,52368,4,2,6,110,3367,7,0,26,0,4,1,11,0
8410,186,0,13346,9,3,6,94,3181,2,1,16,0,3,0,4,1
11279,285,1,50408,4,1,0,71,3049,9,1,34,0,4,0,9,0
8146,197,1,42676,4,1,14,36,3698,1,1,23,0,2,1,7,1
10310,188,1,23604,11,2,10,119,4065,2,0,32,0,4,1,10,0
5934,204,1,50512,23,3,1,58,4166,7,1,24,0,3,1,5,0
10205,267,1,43413,13,4,6,51,8681,1,0,28,0,3,1,17,0
5161,376,1,5125,1,3,3,108,6398,2,0,17,0,1,1,23,0
4239,301,1,41833,1,3,3,57,6570,6,0,22,0,4,1,20,0
5908,333,1,16698,7,4,6,51,10258,3,0,26,0,4,1,24,0
11032,382,1,28190,9,3,0,86,2443,6,0,33,0,2,0,9,0
7203,216,1,9803,1,2,0,47,2709,1,0,23,0,2,1,3,0
10740,239,1,29017,2,1,0,90,6641,6,1,23,0,3,0,19,0
471,285,1,52325,10,3,7,76,9824,3,0,19,0,3,1,18,0
5141,151,1,38430,11,3,7,111,2646,2,1,27,0,1,0,10,1
7454,284,1,36403,2,2,0,111,5168,5,0,23,0,4,1,17,0
11589,306,1,41840,1,3,0,70,6571,5,0,37,0,4,1,18,0
9632,335,0,37926,27,3,0,96,10892,9,0,28,0,3,1,19,0
2512,330,1,34335,1,3,3,90,3162,3,0,14,0,4,0,7,0
209,345,1,22540,1,4,7,97,9396,7,0,16,0,3,1,17,0
1020,352,1,16275,1,3,2,74,3420,7,0,12,0,3,1,17,0
9925,255,1,43521,8,4,0,68,6450,3,0,27,0,4,1,15,0
8719,214,1,51629,13,2,1,93,9861,3,1,20,0,4,0,6,1
9894,259,1,18099,8,5,0,94,6440,3,1,30,0,1,0,21,0
7354,208,1,20697,2,1,6,50,3471,9,0,23,0,4,1,6,0
931,225,1,30765,1,2,7,72,4695,7,1,18,0,3,0,10,0
3138,286,1,44173,1,4,3,98,6611,9,0,21,0,2,0,18,0
3704,211,1,40085,10,1,7,79,1100,3,0,28,1,2,0,10,0
9735,171,0,8841,10,2,0,61,2681,1,0,36,1,3,0,6,1
8952,246,1,19032,20,3,0,88,4610,5,1,30,0,3,1,8,1
3663,346,1,19853,1,2,7,86,10901,7,0,25,0,2,1,19,0
1030,232,1,11410,1,2,3,31,10793,1,0,18,0,1,1,13,0
4595,248,1,32623,14,3,7,84,2802,2,0,24,0,4,1,11,0
11005,257,0,28987,1,4,10,101,5541,3,1,28,0,1,1,7,0
7346,303,1,21459,6,1,6,45,10003,4,0,22,0,1,1,9,0
11170,249,0,4114,13,3,10,101,2795,2,0,29,1,3,1,10,0
8715,229,0,26118,24,3,14,48,1098,1,0,23,0,4,0,1,1
4404,196,1,40878,1,3,10,45,3025,2,0,28,0,4,0,12,0
6901,198,1,13410,9,2,0,75,4411,3,0,17,0,1,0,6,1
4796,279,1,38782,14,3,3,105,3085,2,0,22,0,3,1,24,0
11624,217,0,39622,15,3,0,94,4832,1,0,30,0,4,1,13,0
2250,210,1,47810,24,2,2,72,8722,1,0,12,0,1,0,10,1
11086,195,1,42714,4,1,14,51,3743,1,1,37,0,2,1,13,1
4803,256,1,48378,1,4,11,83,6596,11,0,25,0,1,1,9,0
1724,217,1,43645,20,2,11,45,6931,2,0,14,0,4,1,10,0
11082,257,0,28999,29,4,6,77,4561,1,0,31,1,2,0,23,1
11002,257,1,16194,13,1,0,65,3508,3,0,33,0,1,0,13,0
9411,255,1,4166,16,3,1,89,5375,5,0,23,0,3,0,9,1
8152,259,0,33958,7,3,0,38,4311,0,0,25,0,3,1,4,0
9554,177,1,7648,8,1,0,106,2506,3,0,30,0,1,1,6,0
7944,225,1,43831,23,2,0,84,2711,1,0,33,1,3,1,10,0
4871,264,1,6874,1,3,7,91,4902,1,0,24,0,4,0,10,0
11397,292,0,31135,10,4,5,91,6136,5,0,27,0,3,0,17,0
3584,234,1,42801,11,4,3,58,2397,5,1,30,0,2,1,12,0
1182,270,1,31290,1,4,7,33,4374,0,0,15,0,3,0,4,0
7404,207,1,50512,23,3,1,51,4167,7,1,22,0,3,1,5,0
10932,295,1,13871,9,3,1,108,2951,1,0,34,0,4,1,9,0
3785,301,1,31608,26,2,7,100,4469,4,1,18,0,4,1,17,0
8990,216,1,40529,17,3,14,76,3111,0,1,23,0,4,1,15,0
1066,247,1,38465,1,4,7,82,3838,8,0,11,0,4,0,8,0
6670,258,1,22895,5,3,0,39,7124,4,0,21,0,3,1,9,0
1423,165,1,20335,1,2,3,63,3375,0,0,12,0,4,0,4,0
3281,286,1,12051,15,2,3,102,11550,1,1,20,0,2,1,18,0
1694,232,1,34265,1,4,7,90,4345,0,0,12,0,4,1,6,0
10504,231,1,35212,3,3,14,101,2722,6,1,29,0,3,0,14,1
8723,296,0,48797,8,3,6,67,2140,1,1,26,0,3,1,20,0
10567,295,1,11305,7,2,6,67,5674,1,1,34,1,3,1,12,0
10114,319,1,15681,5,3,0,99,6931,4,0,23,0,1,0,16,0
7352,284,1,48064,2,2,10,100,2100,6,1,18,0,2,0,7,1
9311,331,0,35086,9,5,6,83,5741,4,1,35,0,2,1,19,0
5282,249,1,40147,25,3,7,90,4586,2,0,23,0,1,1,14,0
11675,263,1,43415,13,4,6,56,8689,3,0,27,0,3,1,13,0
8703,260,1,33856,16,4,14,94,2318,1,1,32,1,2,1,5,1
5069,211,1,28780,1,4,7,108,4953,2,0,25,0,2,0,10,0
9804,223,1,25799,26,3,0,74,4779,1,0,29,0,3,1,9,0
1071,367,1,9485,1,2,7,43,4789,4,0,25,1,1,1,10,0
10519,230,1,31415,18,1,6,102,2450,3,1,29,0,3,0,4,1
822,255,1,35105,1,2,3,95,4033,2,0,11,0,4,0,5,0
11134,238,1,29868,10,3,1,87,6633,3,0,36,0,1,1,18,0
7229,198,1,16882,1,2,0,93,2938,1,1,16,0,3,1,1,0
7223,227,1,20724,7,3,0,69,2067,3,0,26,0,2,0,11,0
7460,395,0,50969,1,4,6,36,7490,3,0,24,1,3,0,23,0
1391,285,1,49140,1,3,3,59,2858,4,0,14,0,1,0,20,0
3252,233,1,6765,1,4,3,47,2740,2,1,27,0,2,1,8,0
57,262,1,39970,23,4,7,3,4014,3,1,15,0,3,1,4,0
8,285,1,7560,23,3,3,44,9526,0,0,21,1,2,0,10,0
1951,255,1,8890,1,2,3,83,3622,1,1,13,0,4,1,6,0
10431,352,1,46102,29,3,6,100,3512,5,0,29,0,2,0,15,0
3342,226,1,37905,12,3,2,95,6618,2,0,14,0,2,0,8,0
9583,261,1,46706,10,4,0,110,2284,1,1,34,0,4,1,5,0
4086,257,1,14954,10,4,3,51,4782,2,0,20,0,1,1,15,0
7780,266,1,5047,22,3,0,53,4233,0,0,27,0,3,0,6,0
7449,339,1,17121,23,3,6,72,2051,4,0,24,0,3,1,17,0
7289,307,0,24223,11,3,14,79,6335,1,0,17,0,1,1,10,0
11562,291,1,40391,6,2,10,58,3749,1,0,32,0,2,1,10,0
1106,225,1,25900,1,3,3,64,9714,1,0,11,0,4,1,10,1
5880,315,1,38576,1,2,0,105,6005,8,1,23,0,1,0,8,1
9177,165,0,26516,1,1,14,118,2240,2,1,25,0,3,0,9,1
9471,360,1,8760,2,2,1,51,4602,1,1,33,1,1,1,15,0
996,202,1,7175,10,3,11,98,5769,1,1,11,0,4,0,6,0
6018,193,1,33570,28,3,0,47,8647,2,0,26,0,4,0,6,0
11505,274,0,5154,2,4,6,97,4991,1,1,23,0,3,0,8,0
712,247,1,16135,13,1,3,53,3452,3,0,18,0,1,0,5,0
224,232,1,34265,1,4,7,90,4345,0,0,12,0,4,1,6,0
5112,226,1,8126,1,2,10,69,7317,6,0,21,0,1,1,13,0
8297,395,1,36055,5,3,0,71,8458,9,1,25,0,3,0,10,1
1903,345,1,39375,10,3,11,94,9071,2,1,19,0,3,1,15,0
5007,316,1,32670,1,2,3,58,6109,9,1,25,0,4,1,12,0
109,165,1,18690,15,3,7,59,2871,1,0,15,0,3,0,1,0
3161,250,1,5193,1,4,7,55,2669,7,0,29,1,4,0,7,0
10524,254,1,28511,14,3,6,83,2493,5,1,31,0,3,1,13,1
4891,257,1,8924,1,2,3,88,3663,2,1,25,0,4,1,8,0
375,367,1,44135,1,3,10,31,10965,8,0,24,1,3,0,26,0
9605,309,1,52274,20,4,14,80,10374,5,0,34,1,4,1,18,0
6921,216,1,30317,5,3,6,96,8472,0,0,28,0,4,0,6,0
4467,264,1,40002,23,4,7,38,4056,3,1,22,0,3,1,8,0
10340,367,1,21946,1,2,0,112,5446,10,1,35,0,4,0,29,1
10456,318,1,16321,14,3,0,80,2512,6,0,26,0,1,1,20,0
1845,367,1,44135,1,3,4,31,10965,8,0,24,1,3,0,26,0
9189,245,1,14335,9,4,0,56,2720,2,1,27,0,4,0,8,0
5044,189,1,4983,1,1,10,113,4253,1,1,29,0,4,0,13,0
942,270,1,11375,10,4,2,63,7094,3,0,12,0,1,0,10,0
9831,276,1,41146,3,4,1,119,9334,5,1,29,0,4,0,20,0
9005,255,1,32632,14,3,6,81,2807,2,0,28,0,4,1,11,0
9037,224,1,34775,1,3,14,102,2108,0,0,29,0,4,0,14,1
10556,237,1,51256,23,3,6,82,5635,2,0,34,1,2,1,14,0
5612,286,1,52362,1,2,7,97,3359,9,0,28,0,4,1,8,0
7596,253,1,29126,5,4,0,67,2915,1,0,18,0,3,1,2,0
7926,207,0,29018,8,1,1,87,4351,0,0,22,0,2,1,5,0
7601,298,0,17678,2,4,14,74,10948,0,0,32,1,4,0,20,0
7274,248,1,48065,5,4,0,68,9689,8,0,31,1,2,0,8,0
7913,200,1,30909,26,1,6,39,6184,1,0,32,1,2,0,6,0
10384,247,1,38291,6,4,6,113,5056,2,0,36,0,1,0,15,0
10581,283,1,17754,3,3,14,51,4553,4,0,33,0,4,0,18,0
2768,345,1,9135,21,2,7,66,8926,4,0,22,1,4,1,13,1
10347,276,1,40008,23,4,6,49,4062,3,1,28,0,3,1,8,0
5906,250,0,39379,16,1,0,80,3926,1,1,33,1,2,0,10,1
31,330,1,51065,10,4,10,41,6465,2,1,13,0,4,0,9,0
3787,256,1,23459,1,3,7,104,5394,2,0,30,1,3,0,18,0
4412,279,1,48096,1,2,10,100,2136,6,1,25,0,2,0,10,1
5780,353,1,40947,14,4,2,69,5524,8,0,26,0,3,1,19,0
2728,217,1,20650,1,3,2,91,2109,1,0,13,0,3,1,1,0
3456,173,1,31008,1,3,7,72,2869,4,0,20,0,1,1,12,0
8768,297,0,17789,6,4,0,78,5325,2,0,19,0,4,1,10,0
10993,293,1,5375,10,3,14,107,5733,1,1,26,0,2,0,10,0
8469,290,1,43580,14,3,0,89,9929,0,0,14,0,4,1,10,0
3465,181,1,24291,1,2,3,79,4629,9,0,26,0,1,0,4,1
3034,242,1,38294,1,4,7,98,5056,3,0,27,0,1,0,17,0
8037,282,1,32840,2,4,6,82,2531,4,0,26,1,3,0,16,0
8996,253,1,4748,2,3,0,113,2568,2,0,22,0,1,0,13,0
10639,226,1,26154,2,3,0,79,4695,1,0,31,0,1,1,13,0
11369,306,1,38167,6,3,0,54,8424,5,0,39,0,4,0,19,0
9800,246,0,24652,2,3,0,106,2847,7,0,34,0,3,0,9,1
11367,226,1,7888,1,4,14,121,2409,8,0,34,0,3,0,15,1
1455,300,1,46270,1,4,3,52,2809,2,0,14,0,4,0,8,0
26,240,1,39375,16,1,3,72,3919,1,1,22,1,2,0,10,1
2988,346,1,42427,1,4,11,111,5812,6,1,26,1,3,0,19,0
11110,274,0,41421,11,2,1,68,5018,1,0,27,0,4,1,10,0
8571,346,1,43342,1,1,0,81,10760,3,0,32,1,4,1,25,0
10671,234,1,7108,2,1,14,90,2544,3,0,33,0,1,1,8,0
9339,227,0,28255,1,4,0,90,2779,2,0,30,0,4,1,14,0
11452,268,1,25840,10,3,6,72,10369,10,0,37,0,3,0,20,1
1359,255,1,25725,1,1,7,75,8103,3,1,12,0,3,0,9,0
7425,244,1,26113,8,4,0,64,4434,1,0,33,1,4,0,11,0
10786,166,1,47056,22,1,14,59,3505,1,0,24,0,3,0,7,0
6370,295,1,12681,1,1,0,51,2625,3,0,23,0,4,0,8,0
8075,275,1,21774,14,4,10,47,3754,1,1,35,1,4,1,5,1
10460,211,1,40548,17,3,14,75,3120,1,1,29,0,4,1,11,0
5249,316,1,22694,1,4,11,58,5196,8,0,19,0,4,0,11,0
11472,280,1,31336,1,4,6,52,4433,1,0,25,0,3,0,10,0
8079,273,1,20414,25,4,6,67,10397,1,1,22,0,3,1,16,0
54,195,1,50505,23,3,11,47,4157,7,1,19,0,3,1,5,0
6254,215,1,10648,9,4,0,101,5259,1,0,28,0,4,0,7,0
4759,218,1,26143,1,3,3,68,4692,1,0,21,0,1,1,13,0
4251,137,1,50123,14,3,7,48,1568,3,0,19,0,3,0,1,0
5073,158,1,49979,18,1,10,76,2745,3,0,29,0,1,0,7,1
7714,281,1,32239,10,3,6,105,3462,6,0,29,1,2,1,17,0
11683,213,1,33433,9,3,1,56,4159,1,0,35,0,1,0,15,0
6546,170,1,21601,3,1,0,39,4183,0,1,22,0,1,1,4,1
4782,264,1,26464,1,4,3,111,6584,11,0,28,0,3,0,17,0
8395,308,1,31370,2,3,6,76,2353,2,0,23,0,3,1,8,0
3563,226,1,35461,1,4,3,87,3819,10,0,24,0,2,1,15,0
9327,228,1,41214,3,2,6,81,5611,2,0,29,0,1,1,13,0
11073,317,1,17866,7,2,14,57,3436,2,0,33,0,3,0,13,0
7972,251,1,4098,13,4,0,77,4414,2,0,21,0,3,1,8,0
6704,320,1,6589,29,3,6,64,4278,4,0,23,0,1,0,16,0
10886,269,1,44070,1,4,0,61,2559,5,0,30,0,3,0,16,0
5589,257,1,39589,1,3,3,71,5485,1,0,16,0,3,1,12,0
6439,296,1,9383,2,5,6,101,3063,6,1,21,0,2,1,6,0
4926,174,1,31010,1,3,7,73,2874,3,0,19,0,1,1,7,0
8081,153,1,38398,11,3,6,104,2604,1,1,25,0,1,0,1,1
4054,361,1,38810,15,4,10,79,2415,8,0,22,0,4,1,18,0
7728,267,1,47674,19,3,1,75,5307,8,1,23,0,2,0,9,1
6166,339,0,32207,24,3,0,53,3165,3,1,31,1,4,1,19,1
9029,360,1,22583,1,4,6,122,9458,7,0,38,0,3,1,18,0
791,262,1,42140,1,3,2,86,9582,0,1,22,1,1,0,9,1
6404,265,1,50477,9,3,6,58,8631,1,0,17,0,2,0,9,0
9562,385,1,28189,9,3,0,80,2442,4,0,29,0,2,0,17,0
5795,257,1,43405,13,4,7,45,8686,3,0,21,0,3,1,13,0
3131,204,1,31325,1,3,7,109,2320,1,0,26,0,4,0,17,0
3447,219,1,41204,1,2,7,76,5604,2,0,21,0,1,1,13,0
8714,216,0,27414,1,2,0,54,6844,1,1,23,0,3,1,7,0
11116,292,1,15206,1,3,5,60,2897,2,0,31,0,4,1,14,0
32,225,1,4375,1,2,7,83,2206,1,0,13,0,1,0,10,0
10754,284,1,28009,1,3,14,78,7551,4,0,36,0,4,0,16,0
3942,264,1,7045,18,2,3,69,9410,2,0,17,0,3,0,10,0
6463,261,1,38892,8,2,0,103,6503,5,0,20,0,2,1,6,0
5530,286,1,15330,16,3,3,101,4255,2,0,15,0,2,0,15,0
4572,211,1,15435,21,3,7,47,2756,2,0,19,0,3,1,9,0
3776,219,1,14315,23,1,3,58,7390,3,0,20,0,1,1,13,1
10694,215,1,45547,17,2,6,106,4614,2,0,26,0,4,1,12,0
5753,219,1,20759,1,3,3,66,2119,3,0,17,0,2,0,16,0
4900,287,1,12717,1,1,3,52,2675,4,0,21,0,4,0,14,0
11123,208,1,7009,6,3,0,79,2594,3,0,26,0,3,1,4,0
8776,245,1,9357,29,4,0,56,2848,1,0,20,0,3,0,6,0
7655,278,1,38686,24,4,0,50,5677,7,0,21,0,3,1,11,0
5598,219,1,34720,1,3,7,50,4230,3,1,17,0,2,1,19,0
6520,185,1,44420,4,1,0,49,3169,0,0,20,0,4,0,6,0
5368,256,1,33054,1,3,3,100,8550,2,0,18,0,4,1,13,0
3736,188,1,42709,1,1,2,40,3739,3,1,23,0,2,1,8,1
764,210,1,40040,10,1,7,74,1052,1,0,22,1,2,0,1,0
9264,371,1,5761,2,5,1,55,4107,4,0,33,0,1,1,14,0
4981,196,1,20170,1,2,3,77,4409,5,0,20,0,1,1,8,0
6850,211,1,45190,11,3,6,104,2545,8,0,22,0,2,1,5,0
6882,268,0,7007,18,2,0,67,9372,2,0,16,0,3,0,10,0
6326,318,1,9356,10,2,0,64,6235,7,0,17,0,4,0,16,0
10238,295,0,17830,6,4,0,92,5385,4,0,26,0,4,1,14,0
6360,233,0,15688,12,4,0,77,2043,1,0,21,0,3,1,1,1
726,232,1,29855,1,1,3,96,4148,1,0,12,0,3,1,4,0
6583,289,1,5328,10,3,14,97,5673,1,1,24,0,2,0,6,0
11074,291,1,11595,17,1,0,89,8884,2,0,25,0,1,1,28,0
7553,303,1,31686,19,2,6,107,2744,8,1,25,0,3,1,15,0
928,330,1,21735,15,3,7,73,7978,1,0,11,0,4,1,10,1
3500,256,1,5891,1,5,3,37,5178,4,0,20,0,3,1,11,0
8330,241,0,24615,2,3,0,96,2789,7,0,22,0,3,0,3,1
1239,232,1,5705,24,1,2,3,5238,2,0,20,1,4,0,9,0
5267,331,1,38435,10,4,3,110,2988,3,1,23,0,3,0,11,1
10544,226,1,43696,20,2,1,60,6996,4,0,29,0,4,1,17,0
9700,254,0,4119,13,3,10,94,2808,1,0,35,1,3,1,7,0
3966,242,1,21071,1,5,11,107,9251,4,0,18,0,3,1,17,0
11288,201,1,23950,2,1,6,45,3958,0,0,24,0,4,0,11,0
3682,376,1,28182,1,3,3,75,2436,4,0,26,0,2,0,17,0
11072,236,1,41213,20,3,10,94,10020,2,0,34,0,3,1,13,0
8214,319,1,31717,5,2,0,102,2112,6,0,25,0,1,1,5,1
7686,225,1,11136,8,4,10,87,2127,1,1,21,0,4,0,7,1
5092,242,1,41489,1,3,3,77,2380,8,0,23,1,3,0,7,0
848,262,1,22260,1,4,4,47,2376,1,0,13,0,2,1,2,0
5742,219,1,16108,24,2,3,88,2491,1,1,28,1,2,0,6,1
7874,262,1,50478,9,3,6,53,8632,1,0,23,0,2,0,9,0
10278,267,1,10102,1,4,0,76,3042,2,0,27,0,4,1,4,0
3502,248,1,18494,1,4,4,70,2735,3,1,24,0,3,0,13,1
10790,249,1,22658,9,4,0,111,6378,3,1,23,0,4,1,13,0
8513,288,1,51456,10,3,6,77,3940,1,0,18,0,1,1,8,0
10806,179,1,31021,4,3,6,80,2878,3,0,23,0,1,1,7,0
5926,258,1,37279,23,4,1,77,4580,0,0,30,1,3,0,10,0
11523,233,1,27808,16,1,0,57,2924,2,0,31,0,2,1,12,0
4619,346,1,22584,1,4,7,103,9453,8,0,21,0,3,1,20,0
8957,301,1,46569,4,4,0,66,5950,5,0,30,0,3,1,25,0
8563,182,1,14949,7,3,0,111,2286,1,1,25,1,2,1,3,1
10392,162,0,30522,6,3,0,91,2978,2,1,31,0,2,0,7,1
6253,210,1,51425,1,2,6,86,3827,1,0,20,0,2,1,5,0
4888,190,1,21804,13,1,7,50,2150,2,0,18,0,3,0,11,0
10302,243,1,23498,26,1,0,42,2955,2,0,35,0,4,1,7,0
8292,273,1,11386,10,4,14,66,7099,3,0,18,0,1,0,10,0
5800,212,1,49177,17,3,9,44,2423,5,0,22,0,1,1,14,1
6758,326,1,6272,2,5,6,88,6276,7,0,26,0,1,1,10,0
10048,317,1,19372,4,3,5,70,6474,7,0,40,0,2,1,13,0
